X,Y,Class
-0.842046083336296,0.4081554535963657,0
0.09639416479085791,-0.8521144874701799,1
-0.9648282050397384,0.03445418524918114,0
-0.16469907967298392,0.8173323490121591,1
0.27423133231487534,0.7563428907522415,1
0.6181104870450406,0.47193457681482176,1
1.0145102223542242,0.36199689530804535,0
0.6294502715840761,0.5063488833940973,1
0.46238380235413146,-0.9616607555640714,0
0.6397288963809868,-0.8206660159473457,0
0.5473731450566015,-0.8432164733787539,0
0.8503476839389976,-0.041918276528672506,1
-1.0181389309332227,-0.23950820371702056,0
0.6861463795300857,0.7586997434536802,0
-0.3401369080366527,0.704519673874152,1
-0.5062196924109047,-0.6101352186656717,1
-0.7803489196335436,-0.3460783371240428,0
0.3391201538974428,-0.9822039375370191,0
0.26623444193547163,0.9075971660486104,0
-0.10047944938714823,0.9701726288219258,0
-0.8043217114091284,-0.30015904047461484,1
-0.6139126826279219,-0.7911965841521863,0
0.6329772593206175,0.32507007458563875,1
-0.7086628810789242,-0.3391417231160777,1
0.6072543625575558,-0.834178857956457,0
0.7158637793620886,-0.7128310460687732,0
-0.336855827601442,-1.0198510375590142,0
-0.8747664918001009,-0.5749672906330586,0
-0.44365020424939333,0.6296420007883359,1
0.43731599319542697,0.6832651897807058,1
-0.691883338979559,0.1592832864415285,1
-0.7771292762881007,0.5653994292986082,0
0.11715640802563289,0.939078000015642,0
0.03429642476212754,0.8804543490136862,0
0.6136416794593467,0.8867125295865359,0
-0.6149054619830645,-0.3590637434202998,1
0.8583688281288899,0.08818799232777139,1
-0.719736338394244,0.36399014292804355,1
0.6416216590063907,0.45428940953990743,1
0.3826186310488674,-0.7385042288671887,1
0.2998461079434825,-0.7576104465203671,1
-0.7495034118795669,-0.24128493154732242,1
0.36271044454704504,0.8439972566490072,0
0.7944252955832994,0.536055819112079,0
0.7875983956924403,0.6601474552065898,0
0.7923779030657241,-0.5912605834492805,0
-0.2876697943283921,-0.9912534999868294,0
0.0961420500703865,-1.0504498433554912,0
-1.0222663146873465,0.037574987044619555,0
0.25847153262316525,0.7105352340697568,1
0.14350170702105336,0.676973680096263,1
-0.24393442825171446,-0.9371616575431189,0
0.7454828828765167,-0.3483730168963547,1
0.02206151441315486,-1.0150349183708138,0
-0.12890199586438988,-0.7570830293306193,1
0.6842955027387659,0.3741244259415092,1
-0.8228890344100129,0.6810058037764078,0
0.5629711171263695,-0.6105146481387943,1
0.5774373863965789,0.5263217221694593,1
0.09235849620026793,-1.0209942369915586,0
0.23992122856190223,0.8832926460960577,0
-0.8028382356900154,-0.3547581105091226,0
